Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
90-51,1014.0,1.0,1.0,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.14,-74.97,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-54,1031.0,10.0,10.0,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.18,-75.14,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-56,1031.0,3.0,3.0,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.14,-75.16,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-67,1038.0,4.0,4.0,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.5,-74.99,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
90-68,1050.0,8.0,8.0,U/Pb,Metamorphic,,Titanite,TIMS,Direct,Grenville Province,NY,44.3,-75.45,Adirondack Highlands,Adirondack Highlands,Metamorphic,"marble, granitic, calc-silicate gneiss","Mezger, K., Van Der Pluijm, B. A., Essene, E. J., & Halliday, A. N. (1992). The Carthage-Colton mylonite zone (Adirondack Mountains, New York): The site of a cryptic suture in the Grenville orogen?. The Journal of Geology, 100(5), 630-638."
A136,937.0,8.0,8.0,Ar/Ar,Cooling,Total Gas Age,Biotite,Laser-Step,Estimate,Grenville Province,NY,44.56,-74.8,"Small outcrop on Joe Indian Rd at the crest of a small hill. Located at the N70W, 60N symbol on Leonard and Buddington's map",Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,hornblende granite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A142,919.0,1.0,1.0,Ar/Ar,Cooling,Total Gas Age,Biotite,Laser-Step,Estimate,Grenville Province,NY,44.17,-75.16,Small outcrop on the east side of Mud Lake Rd at the junction of Mud Lake and Briggs Rd (outcrop on the southeast corner of intersection),Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,hornblende granite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
CN596-56,924.0,2.0,2.0,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.51,-74.99,"0.2 miles south of junction of Hanson Rd and Orebed Rd, on Orebed Rd near Colton. Small outcrop on west side of road",Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,hornblende granite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
SE596-49,895.0,1.0,1.0,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.39,-75.19,"On Rt 87, north of Dana Hill Rd. 1.9 miles south of Whipperwill Corners. Smallish outcrop on northwest side of road",Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A117,987.87,1.62,1.62,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.49,-75.05,0.5 mi. E of Rt. 27 and Brouser’s Corner.,Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A133,973.0,1.63,1.63,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.58,-74.82,"Crest of White’s Hill, White Hill Rd., SE of Parishville about 3 mi. at abandoned lookout. 150′ on small trail to the W.",Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A134,974.68,1.34,1.34,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.57,-74.82,"Very low outcrops along both sides of the highway. S side of White Hill, about 1 mi. S of lookout. Outcrop on White Hill Rd., within amphibolite.",Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A136,943.3,1.37,1.37,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.56,-74.8,"Small outcrop on Joe Indian Rd. at the crest of a small hill. Located at the N70°W, 60°N symbol on Leonard and Buddington’s map.",Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A137,1004.41,2.31,2.31,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.46,-74.82,"Rt. 56, about 3 mi. S of Stark. W side of hwy, roadcut of amphibolite migmatites.",Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A138,982.38,1.5,1.5,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.44,-74.82,"Small outcrop on E side of Hwy 56, about 1 mi. S of 137, about 4 mi. S of Stark.",Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A140,946.28,1.27,1.27,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.18,-75.26,"Hwy 3, just E of Pitcairn. Exposures on embankment N of the road, at crest of hill.",Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A142,959.96,1.44,1.44,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.17,-75.16,Small outcrop on the E side of Mud Lake Rd. at the junction of Mud Lake and Briggs Rd. (SE corner of intersection).,Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A145,947.27,1.12,1.12,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.0,-75.43,"About 2 mi. E of Texas on Texas Rd., 6 mi. from Hwy 812.",Central Metasedimentary Belt; Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
