Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
CR-12A4,1021.5,3.9,3.9,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,cpx-sph-plag-amph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
CR-12A4,1021.4,2.2,2.2,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,cpx-sph-plag-amph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
DH2-7,1021.9,2.3,2.3,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,amph-plag-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
DH2-7,1018.4,2.4,2.4,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,amph-plag-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
CR-7A4,1031.7,4,4,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,plag-amph-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
CR-7A4,1023.5,2.2,2.2,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,plag-amph-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
DS98-56,1087.3,11.9,11.9,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
DH2-6a,1016.4,2.4,2.4,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,amph-plag-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
DH2-6a,1016.6,2.5,2.5,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,amph-plag-sph,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
SE98-17,1079.2,3.2,3.2,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.38,-75.18,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
EA1,975.7,3.1,3.1,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.37,-75.17,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,plag-amph-scap-sph-bt,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
EA1,972.9,3.2,3.2,U/Pb,Metamorphic,,Titanite,TIMS,,Grenville Province,NY,44.37,-75.17,Carthage-Colton shear zone,Carthage-Colton shear zone,Metamorphic,plag-amph-scap-sph-bt,"Streepey, M. M., Johnson, E. L., Mezger, K., & Van Der Pluijm, B. A. (2001). Early history of the Carthage-Colton shear zone, Grenville Province, Northwest Adirondacks, New York (USA). The Journal of Geology, 109(4), 479-492."
